author,content,doc_id,note
Javier Carrillo-Hermosilla,"Happy to see our more recent paper on #circulareconomy published in the last issue of the journal Business Strategy and the Environment:   https://lnkd.in/dXh_jwu  Our results have particular implications for (infrastructural) systemic lock-in. For practitioners willing to develop the highest levels in the circular economy (CE) hierarchy, our results imply that a detailed analysis of the long-term implications for the company of adopting a given eco-innovation (EI) should be carried out. Identifying which EIs contribute or constrain the achievement of the CE in companies is an important step towards empowering practitioners, policymakers and researchers to identify effective EI pathways towards the CE.   #circulareconomy #ecoinnovation #sustainability '",78,1
Simona Margarino,"Join the NON STOP project´s free Webinar : DIGITALISATION OPPORTUNITIES FOR PORT MANAGEMENT on 8th April 2021, 10h30-12h CET. NON-STOP (New smart digital Operations Needed for a Sustainable Transition of Ports) is a 4,7m initiative, 50 % co-funded by European Regional DevelopmentFunds (ERDF) under the North Sea Region Programme 2014  2020; Ecoinnovation priority. Partners: Ports of Zwolle, Port of Oostende, Niedersachsen Ports GmbH & Co. KG - Niederlassung Emden (Port of Emden), Port of Korsør, Port of Helsingør, CRESCENT NV, GreenBridge NV, BPK - Rechtsanwaltkanzlei Friederike BergPackhäuser & Kollegen (Port of Narvik - supporting partner). #ports #digitalisation #portmanagement '",79,4
Faugert & Co UtvÃ¤rdering,"This month our colleague Ana de Jesus  has had her paper Eco-Innovation Diversity in a Circular Economy: Towards Circular Innovation Studies published in the open access journal MDPI Sustainability.  The paper addresses the gap of in-depth research exploring eco-innovation dynamics within circular economy by taking advantage of the burgeoning research on circular eceonomy of the last 20 years and offers a new working synthesis. By implementing a (systematic) review of (systematic) reviews, the paper provides a new comprehensive framework for understanding pro-circular innovation strategies and, as a complement, argues the need to advance circular innovation studies as an agenda in its own right.  Congratulations to Ana and her co-authors!  View the full article: https://lnkd.in/dvHSW5Yj #Sustainability #Ecoinnovation #Circulareconomy Technopolis Group https://lnkd.in/dz8qjGxw '",80,4
Julia Monnerat,"Join the UN Environment Programme webinar to learn about UNEPs eco-innovation approach (https://lnkd.in/e745UYi), which guides SMEs in incorporating circularity - a value chain-focused approach - into their business models. The eco-innovation methodology promotes changes to the entire business strategy, aiming to reduce the environmental and social impact of human activity.    Tuesday 18 May (3.00 p.m. - 4.00 p.m. CEST)  Register here: https://bit.ly/3f83Cwn #sustainability #innovation #circulareconomy #environment #businessmodels #webinar #ecoinnovation #unep #business '",81,4
Desco Plumbing and Heating Supply,"If you told your customers they could spend less money on their heating bill, and get more hot water, faster, what would they say?   EcoInnovation's Drain Water Heat Recovery Technology can do this, and more:  Quick and easy install - no soldering  Comes with standard 10 year warranty  Direct-To-Site Drop Ship Program for short lead times  Does not lose efficiency over time  No maintenance required  Connections Available In: Crimp - Expansion - Threaded  Compatible with all water heaters  This technology is a recommended solution by the U.S. Department of Energy and Natural Resources Canada.  EcoInnovation's products are available and in stock at your local Desco today.  Visit www.Desco.ca to browse the collection or contact your local Desco Sales Representative for more details.  #Desco #ThermoDrain #EcoInnovation #Resources #Energy #ReduceCost #SaveMoney #SaveEnergy #WaterHeater #WaterHeaters #HomeImprovement #EnergySaving #HeatingAndCooling #Heating #Cooling #WaterConsumption #Copper #DrainWaterHeatRecovery #NewTechnology """,82,4
EREK - European Resource Efficiency Knowledge Centre,"Join #EU #Green Capital #Lahti today at 14:00 as they host two panel discussions to discuss the #circulareconomy and #ecoinnovation!  A variety of experts will speak during two concurrent panel discussions:   Episode 1: Sustainable Urban Mobility  Episode 2: Eco-innovation  The event is part of the #European Dialogue for #Sustainable Cities series, which centres on European cities environmental solutions, innovations and cooperation models.  Find out more and register https://lnkd.in/e8uE6ND #ResourceEfficiency '",83,4
,,84,4
European Cluster Collaboration Platform (ECCP),"#Clusters take a look at the Interreg MED Programme factsheet on the 14 Interreg MED Green Growth Community projects!    The projects, which connect 165 partners from 13 countries in the #Mediterranean, work on:  #Agrifood  #Ecoinnovation  Smart cities  #Waste management  #Green #growth financing    Download the factsheet here  https://lnkd.in/dKYaCjkE    #ECCP    European Innovation Council and SMEs Executive Agency (EISMEA) '",85,4
Paul BoltÃ©,"Innovation is key to environmental solutions.  A major focus at ecoMVMNT is seeking out eco-products and companies (hopefully Canadian) and offering an environmental choice to our eco-conscious customers.  We will assess each company/product and if required create a marketing-financial plan to help launch their environmental product.  For further details of our ecoINNOVATION program go to https://lnkd.in/gtYXAcYT #ecofriendly #gogreen #climatechange #renewableenergy #cleanenergy #climateaction #supportlocal #innovation #hydroelectriciy #siradambeck '",86,0
Ian Davies,"Thrilled to be celebrating so many wonderful Educators across the North in this evenings #EducateNorth 2020 awards.  So very pleased that so many great friends, colleagues and their organisations have been recognised for the incredible work they provide and the outstanding achievements they deliver.  Award winner for Business/Industry Collaboration - HE/FE Sector went to @TVLogisticsAcad - Education Training Collective.  University of Central Lancashire @uclan winner of the Social Mobility Award - University Sector Faculty of Health and Wellbeing showing the brilliant approach to removing barriers and making a great education offer available to all.  South Shields Marine School @SthTyneCollege and @gifhe winners of the International Partnership HE/FE sector award.  Oldham Sixth Form College @OSFC_Info Essential Life Skills Project. Winner of the Community Engagement Award HE/FE Sector.  My own City, University of Chester's @uochester brilliant Research Project of the Year @eco_innovation_!  And Finally to my wonderful colleagues @PrestonCollege Further Education College of the Year.   WELL DONE to you all. So many great accomplishments and success stories that show how our Education sector continues to improve and set new standards.  #education #loveourcolleges #educators """,87,4
Sachira Vilochani,"For those who are interested!!!!!!!  The UN Environment Programme (UNEP) is happy to invite you to the launch webinar of the updated 2021 publication The Business Case for Eco-innovation, including a panel discussion on Future-proofing SMEs through Sustainable Business Models. The online event will be on Tuesday 18 May (3.00 p.m. - 4.00 p.m. CEST) and will feature a panel of experts from across value chains. #sustainability #ecoinnovation '",88,4
MAOBI User-Centric & Sustainable Innovation,"[OFFRE DE STAGE - ECO-CONCEPTION & ECO-INNOVATION]   A la recherche d'un stage à compter de septembre 2021 ? Rejoignez MAOBI comme Consultant Junior en éco-innovation et éco-conception !    Par ici pour en savoir plus sur les missions proposées...et la perle rare recherchée : https://lnkd.in/du48MAA #stage #écoconception #écoinnovation #ACV """,89,4
Lisbeth Jensen,"One of VIA DK-Team members, Martin Storkholm Nielsen, has just written a blogpost on the ECOLABNET webpage. The blogpost is about the proces of developing a visualization of awareness points for SMEs, when working with eco-innovation.    DK Team (VIA): Lise Hoberg, Per Tøffner Knudsen, Hanne Biltoft, Martin Storkholm Nielsen, Katrin Meinert Ibsen og projektleder: Lisbeth Jensen #InterregBSR #VIAUniversityCollege #ECOLABNET #ecoinnovation #CircularEconomy #sustainabledevelopment '",90,3
Charles Roucher,"Introducing PowerSpout by EcoInnovation NZ. Apparently the watermill has been invented by the Greek in 300 BC and this New Zealand company based in Taranaki is making the best of it, that's a long time waiting. Now, how come I don't have one in my apartment block? In 2021 our habitats are yet to generate their own power, with all the water we consume it seems like a waste of opportunity and resources. I reckon that's one investment worth discussing at the next meeting with Body Corp. Who need more powerplants when individual housing could do it for us? https://lnkd.in/gi4H7nGK https://lnkd.in/gAJzp68z """,91,4
Talking Impact Investing Podcast,"New Episode! Tune in!  Alyssa Jade McDonald-Baertl shares her extensive experience and knowledge on:  Eco-innovation Cacao farming and consulting European Union and past investing approach to market eco-innovations  Listen to the in-depth discussion with Alyssa on Spotify, Apple Podcast, Overcast, and elsewhere.  #talking #impact #investing #ecoinnovation #cacao #farming #podcast #spotify #apple #germany #european #union #papa #new #guinea '",92,4
Australian Life Cycle Assessment Society (ALCAS),"UNEP are tackling question of building circularity into the textile value chain - where SMEs in third world countries play such a critical role in the sector.  The InTex Project  (The Innovative Business Practices and Economic Models in the Textile Value Chain) is being spearheaded in Kenya, South Africa and Tunisia - all countries where textiles represents a key economic sector and aims to increase knowledge and training on eco-innovation and circularity.  https://buff.ly/3wImbP8 #UNEP #Textiles #InTex #EcoInnovation #EnvironmentalFootprint #TextileValueChain #TextileEnvironmentalFootprint #Circularity #LifeCycleThinking #LCA '",93,4
